Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                                  17             bool std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_expression_term<false, false>(std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_BracketState&, std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>&) <cycle 1> [94]
                                  62             void std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_insert_any_matcher_ecma<false, false>() <cycle 1> [119]
                                  72             std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_expression_term<false, false>(std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_BracketState&, std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>&)::{lambda(char)#1}::operator()(char) const <cycle 1> [112]
                                 221             void std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_insert_bracket_matcher<false, false>(bool) <cycle 1> [108]
                                 287             std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_alternative() <cycle 1> [96]
                                 400             void std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_insert_character_class_matcher<false, false>() <cycle 1> [92]
                                1115             void std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_insert_char_matcher<false, false>() <cycle 1> [74]
                0.00    0.00       1/692         main [1]
                0.00    0.00       2/692         filereader::readWave(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [54]
                0.00    0.00       2/692         filereader::readFitReg(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [44]
                0.00    0.00       2/692         filereader::readChi2CutOffCmd(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [49]
                0.00    0.00       2/692         filereader::ReadInclChi2WeightCmd(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [52]
                0.00    0.00       2/692         filereader::ReadExclChi2WeightCmd(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [51]
                0.00    0.00       2/692         filereader::readExpInclCrossSecCmd(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [53]
                0.00    0.00       3/692         filereader::getOutputCmds[abi:cxx11]() [9]
                0.00    0.00       4/692         filereader::readActionCmd(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [42]
                0.00    0.00       6/692         filereader::readCh(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [38]
                0.00    0.00       6/692         filereader::readInclCrossSecFlag(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [37]
                0.00    0.00       6/692         filereader::readExpData(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [39]
                0.00    0.00       6/692         filereader::RewriteKmatList[abi:cxx11]() [41]
                0.00    0.00      14/692         filereader::RewriteAddPoleList[abi:cxx11]() [34]
                0.00    0.00      14/692         filereader::RewriteChebyList[abi:cxx11]() [33]
                0.00    0.00      27/692         filereader::SetChi2CutOff() [19]
                0.00    0.00      27/692         filereader::SetInclChi2Weight() [28]
                0.00    0.00      27/692         filereader::SetExclChi2Weight() [27]
                0.00    0.00      27/692         filereader::SetActionCmd() [16]
                0.00    0.00      27/692         filereader::SetRandomizeFlag() [25]
                0.00    0.00      27/692         filereader::SetInclCrossSecFlag() [30]
                0.00    0.00      27/692         filereader::SetSeed() [32]
                0.00    0.00      27/692         filereader::SetFitRegion() [18]
                0.00    0.00      27/692         filereader::SetGrid() [31]
                0.00    0.00      27/692         filereader::SetZeroCmd() [14]
                0.00    0.00      27/692         filereader::SetFitParamsCmd() [24]
                0.00    0.00      27/692         filereader::SetFitSequence() [23]
                0.00    0.00      27/692         filereader::setExpInclCrossSec() [29]
                0.00    0.00      27/692         filereader::SetAddChannelList() [26]
                0.00    0.00      27/692         filereader::SetAddWaveList() [21]
                0.00    0.00      27/692         filereader::SetChebyList() [17]
                0.00    0.00      27/692         filereader::SetAddPoleList() [20]
                0.00    0.00      27/692         filereader::SetKmatList() [15]
                0.00    0.00      27/692         filereader::SetExpDataList() [22]
                0.00    0.00      32/692         filereader::readKmat(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [12]
                0.00    0.00      36/692         filereader::readPole(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [10]
                0.00    0.00      39/692         filereader::readCheby(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [7]
[5]    100.0    0.00    0.01    2884         filereader::filereader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) <cycle 1> [5]
                0.01    0.00   32552/32552       std::__detail::_Executor<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::regex_traits<char>, true>::_M_dfs(std::__detail::_Executor<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::regex_traits<char>, true>::_Match_mode, long) <cycle 2> [4]
                0.00    0.00   32553/291624      channel::addCoupling(double, double) [61]
                0.00    0.00    1099/1099        std::vector<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::allocator<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::_M_fill_assign(unsigned long, std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [76]
                0.00    0.00     619/1234        std::vector<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::allocator<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::~vector() [72]
                0.00    0.00       8/219         std::vector<double, std::allocator<double> >::~vector() [99]
                0.00    0.00       3/3           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [173]
                0.00    0.00       2/4           observable::observable() [162]
                0.00    0.00       2/8           std::vector<expchan, std::allocator<expchan> >::~vector() [154]
                0.00    0.00       2/6           std::vector<amplitude, std::allocator<amplitude> >::~vector() [157]
                0.00    0.00       1/1           filereader::readFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [187]
                                  69             std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> >::_M_compile(char const*, char const*, std::regex_constants::syntax_option_type) <cycle 1> [114]
-----------------------------------------------
                0.00    0.01       1/1           main [1]
[6]     70.2    0.00    0.01       1         filereader::SetAllCommandLists() [6]
                0.00    0.00       1/1           filereader::SetSeed() [32]
                0.00    0.00       1/1           filereader::SetGrid() [31]
                0.00    0.00       1/1           filereader::SetFitRegion() [18]
                0.00    0.00       1/1           filereader::SetFitParamsCmd() [24]
                0.00    0.00       1/1           filereader::SetZeroCmd() [14]
                0.00    0.00       1/1           filereader::SetChi2CutOff() [19]
                0.00    0.00       1/1           filereader::SetFitSequence() [23]
                0.00    0.00       1/1           filereader::SetExclChi2Weight() [27]
                0.00    0.00       1/1           filereader::SetInclChi2Weight() [28]
                0.00    0.00       1/1           filereader::setExpInclCrossSec() [29]
                0.00    0.00       1/1           filereader::SetActionCmd() [16]
                0.00    0.00       1/1           filereader::SetRandomizeFlag() [25]
                0.00    0.00       1/1           filereader::SetInclCrossSecFlag() [30]
                0.00    0.00       1/1           filereader::SetAddWaveList() [21]
                0.00    0.00       1/1           filereader::SetAddChannelList() [26]
                0.00    0.00       1/1           filereader::SetAddPoleList() [20]
                0.00    0.00       1/1           filereader::SetChebyList() [17]
                0.00    0.00       1/1           filereader::SetKmatList() [15]
-----------------------------------------------
                0.00    0.00       3/3           filereader::setChebys() [8]
[7]      5.6    0.00    0.00       3         filereader::readCheby(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [7]
                0.00    0.00      39/692         filereader::filereader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) <cycle 1> [5]
                0.00    0.00     129/291624      channel::addCoupling(double, double) [61]
                0.00    0.00      54/215         std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::str() const [100]
                0.00    0.00      12/219         std::vector<double, std::allocator<double> >::~vector() [99]
                0.00    0.00       9/69          std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> >::~basic_regex() [115]
                0.00    0.00       6/44          __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > std::__remove_if<__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const>) [123]
                0.00    0.00       6/737         std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [79]
                0.00    0.00       3/1234        std::vector<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::allocator<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::~vector() [72]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[8]      5.6    0.00    0.00       1         filereader::setChebys() [8]
                0.00    0.00       3/3           filereader::readCheby(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [7]
                0.00    0.00      14/291624      channel::addCoupling(double, double) [61]
                0.00    0.00       3/18          amplitude::getName[abi:cxx11]() [137]
                0.00    0.00       3/44          __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > std::__remove_if<__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const>) [123]
                0.00    0.00       3/3           amplitude::setChebyCoeffs(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double, std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >) [171]
                0.00    0.00       1/60          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [120]
                0.00    0.00       1/1103        std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [75]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[9]      5.3    0.00    0.00       1         filereader::getOutputCmds[abi:cxx11]() [9]
                0.00    0.00       1/1           filereader::RewriteChebyList[abi:cxx11]() [33]
                0.00    0.00       1/1           filereader::RewriteAddPoleList[abi:cxx11]() [34]
                0.00    0.00       1/1           filereader::RewriteKmatList[abi:cxx11]() [41]
                0.00    0.00       3/692         filereader::filereader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) <cycle 1> [5]
                0.00    0.00      12/51          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::push_back(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [121]
                0.00    0.00      12/291624      channel::addCoupling(double, double) [61]
                0.00    0.00       4/36          void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [128]
                0.00    0.00       3/1103        std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [75]
                0.00    0.00       1/2           std::__cxx11::to_string(int) [185]
                0.00    0.00       1/45          void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [122]
-----------------------------------------------
                0.00    0.00       2/2           filereader::setPoles() [11]
[10]     5.2    0.00    0.00       2         filereader::readPole(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [10]
                0.00    0.00      36/692         filereader::filereader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) <cycle 1> [5]
                0.00    0.00     106/291624      channel::addCoupling(double, double) [61]
                0.00    0.00      52/215         std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::str() const [100]
                0.00    0.00       8/44          __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > std::__remove_if<__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const>) [123]
                0.00    0.00       8/219         std::vector<double, std::allocator<double> >::~vector() [99]
                0.00    0.00       6/69          std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> >::~basic_regex() [115]
                0.00    0.00       6/36          void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [128]
                0.00    0.00       6/51          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::push_back(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [121]
                0.00    0.00       4/737         std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [79]
                0.00    0.00       4/1103        std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [75]
                0.00    0.00       2/60          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [120]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[11]     5.2    0.00    0.00       1         filereader::setPoles() [11]
                0.00    0.00       2/2           filereader::readPole(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [10]
                0.00    0.00       4/291624      channel::addCoupling(double, double) [61]
                0.00    0.00       3/60          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [120]
                0.00    0.00       3/1103        std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [75]
                0.00    0.00       2/18          amplitude::getName[abi:cxx11]() [137]
                0.00    0.00       2/2           amplitude::addPole(double, double, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >) [181]
-----------------------------------------------
                0.00    0.00       2/2           filereader::setKmats() [13]
[12]     4.6    0.00    0.00       2         filereader::readKmat(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [12]
                0.00    0.00      32/692         filereader::filereader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) <cycle 1> [5]
                0.00    0.00     134/291624      channel::addCoupling(double, double) [61]
                0.00    0.00      54/215         std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::str() const [100]
                0.00    0.00       8/219         std::vector<double, std::allocator<double> >::~vector() [99]
                0.00    0.00       4/737         std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [79]
                0.00    0.00       4/69          std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> >::~basic_regex() [115]
                0.00    0.00       2/44          __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > std::__remove_if<__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const>) [123]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[13]     4.6    0.00    0.00       1         filereader::setKmats() [13]
                0.00    0.00       2/2           filereader::readKmat(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [12]
                0.00    0.00       6/6           void std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_realloc_insert<std::vector<double, std::allocator<double> > const&>(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> > const&) [158]
                0.00    0.00       4/291624      channel::addCoupling(double, double) [61]
                0.00    0.00       2/18          amplitude::getName[abi:cxx11]() [137]
                0.00    0.00       2/737         std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [79]
                0.00    0.00       2/2           amplitude::setKParams(int, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::vector<double, std::allocator<double> >) [177]
                0.00    0.00       1/60          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [120]
                0.00    0.00       1/1103        std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [75]
-----------------------------------------------
                0.00    0.00       1/1           filereader::SetAllCommandLists() [6]
[14]     3.9    0.00    0.00       1         filereader::SetZeroCmd() [14]
                0.00    0.00      27/692         filereader::filereader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) <cycle 1> [5]
                0.00    0.00       1/69          std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> >::~basic_regex() [115]
-----------------------------------------------
                0.00    0.00       1/1           filereader::SetAllCommandLists() [6]
[15]     3.9    0.00    0.00       1         filereader::SetKmatList() [15]
                0.00    0.00      27/692         filereader::filereader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) <cycle 1> [5]
                0.00    0.00       2/36          void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [128]
                0.00    0.00       1/69          std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> >::~basic_regex() [115]
-----------------------------------------------
                0.00    0.00       1/1           filereader::SetAllCommandLists() [6]
[16]     3.9    0.00    0.00       1         filereader::SetActionCmd() [16]
                0.00    0.00      27/692         filereader::filereader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) <cycle 1> [5]
                0.00    0.00       1/69          std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> >::~basic_regex() [115]
-----------------------------------------------
                0.00    0.00       1/1           filereader::SetAllCommandLists() [6]
[17]     3.9    0.00    0.00       1         filereader::SetChebyList() [17]
                0.00    0.00      27/692         filereader::filereader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) <cycle 1> [5]
                0.00    0.00       3/36          void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [128]
                0.00    0.00       1/69          std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> >::~basic_regex() [115]
-----------------------------------------------
                0.00    0.00       1/1           filereader::SetAllCommandLists() [6]
[18]     3.9    0.00    0.00       1         filereader::SetFitRegion() [18]
                0.00    0.00      27/692         filereader::filereader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) <cycle 1> [5]
                0.00    0.00       1/69          std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> >::~basic_regex() [115]
-----------------------------------------------
                0.00    0.00       1/1           filereader::SetAllCommandLists() [6]
[19]     3.9    0.00    0.00       1         filereader::SetChi2CutOff() [19]
                0.00    0.00      27/692         filereader::filereader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) <cycle 1> [5]
                0.00    0.00       1/69          std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> >::~basic_regex() [115]
-----------------------------------------------
                0.00    0.00       1/1           filereader::SetAllCommandLists() [6]
[20]     3.9    0.00    0.00       1         filereader::SetAddPoleList() [20]
                0.00    0.00      27/692         filereader::filereader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) <cycle 1> [5]
                0.00    0.00       2/36          void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [128]
                0.00    0.00       1/69          std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> >::~basic_regex() [115]
-----------------------------------------------
                0.00    0.00       1/1           filereader::SetAllCommandLists() [6]
[21]     3.9    0.00    0.00       1         filereader::SetAddWaveList() [21]
                0.00    0.00      27/692         filereader::filereader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) <cycle 1> [5]
                0.00    0.00       1/69          std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> >::~basic_regex() [115]
