8.99722979007263E-07	6.82093232195369E-08	3.10042378270622E-08	0
2.28556484656709E-06	7.97429497884111E-08	6.1555961240177E-08	0
3.76074722003779E-06	1.19401477970937E-07	9.72383273776694E-08	0
4.47508747310765E-06	1.42522523564783E-07	1.14576930708943E-07	0
4.70498051921224E-06	1.39595912493052E-07	1.19254793815493E-07	0
2.48438841774415E-06	7.40242283861292E-08	6.42737251847304E-08	0
6.97002991914674E-07	6.47727979943511E-08	2.36440581635822E-08	0
1.87240569542221E-07	5.73833770919426E-08	1.17149454962789E-08	0
9.22513252638164E-08	5.35652856370547E-08	1.0514667180607E-08	0
4.00728761088409E-07	8.79938525832115E-08	1.56565638605264E-08	0
2.94842745300099E-07	9.86772091125333E-08	1.64462015187555E-08	0
3.7454113815553E-07	    5.9586090161107E-08	    1.6232755459172E-08	0
5.80568388824256E-07	5.19705535264735E-08	2.01558800749061E-08	0
5.22917962462243E-07	6.53647453077804E-08	2.01426103365365E-08	0
6.79063875294371E-07	1.32259533850939E-08	4.50077219671851E-08	0
5.38260302384412E-07	6.60986808279979E-08	2.42690678861007E-08	0
4.22751733868792E-07	5.7746507237089E-08	    1.61611385441683E-08	0
1.6698856066459E-07	    5.65161756022846E-08	9.45218267912773E-09	0
4.17001223298431E-07	5.84195109998274E-08	2.02599650942162E-08	0
5.18353745766189E-07	6.13296809552715E-08	2.02466574948492E-08	0
3.57353906920503E-07	6.57766806694332E-08	1.68859538434963E-08	0
6.26595644377588E-07	5.00256384834956E-08	2.27567610356294E-08	0
5.99380712471291E-07	4.05595970845234E-08	2.05737086660626E-08	0
6.33468410441888E-07	4.26749423598058E-08	1.99671748655972E-08	0
6.65989796289788E-07	4.40081363187084E-08	1.97547634141758E-08	0
6.57958216712955E-07	7.82352219634905E-09	2.89470321264915E-08	0
5.8134100066011E-07	    4.0840426600996E-08	    2.01271001909215E-08	0
6.55803030916075E-07	4.49313962200469E-08	2.03168052473255E-08	0
6.38437237339202E-07	4.01827286562407E-08	2.10666732760873E-08	0
6.47255484949145E-07	4.15132244185992E-08	2.10489588601348E-08	0
6.53844022172196E-07	4.30442445338264E-08	2.08404260865132E-08	0
5.97914662578928E-07	3.96923498750736E-08	1.98461749375368E-08	0
6.28283057012107E-07	4.35309015684231E-08	1.98221069641927E-08	0
5.85839126580822E-07	4.02084546426492E-08	1.9424374223502E-08	0
6.16422080408176E-07	3.95813989308366E-08	1.86265406733349E-08	0
6.69799245318315E-07	4.30377517975878E-08	2.0355693417778E-08	0
6.07833285761245E-07	7.55674151886788E-09	2.63517140145136E-08	0
5.93057923025697E-07	3.81555881241222E-08	1.78188533371535E-08	0
4.66405151815276E-07	3.54011376118604E-08	1.47021117950896E-08	0
3.61093433574182E-07	3.46015656369264E-08	1.29514240093524E-08	0
3.70496405046457E-07	3.4401857119598E-08	    1.25624759144599E-08	0
3.8907947740653E-07	    1.48606744842772E-08	2.70194081532312E-08	0
4.02945195611363E-07	3.70524317803552E-08	1.33157176710652E-08	0
3.8046924296879E-07	    1.56198726206143E-08	    2.79615003702355E-08	0
3.47043758592618E-07	3.31619591544057E-08	1.13753231983136E-08	0
3.66189950976626E-07	1.56030436765422E-08	2.63903331319294E-08	0
3.70991918289377E-07	3.62131259804791E-08	1.13647576215333E-08	0
4.02105506754486E-07	1.55914533495038E-08	2.82956005231735E-08	0
4.06710087973242E-07	3.4646387049306E-08	    1.3473594963619E-08	0
4.08007388435493E-07	7.11752634234476E-09	2.8470105369379E-08	0
4.09508292996597E-07	1.61572083662349E-08	3.01985918273677E-08	0
4.42595418253843E-07	3.80685894067163E-08	1.42276546267526E-08	0
4.44921410040714E-07	1.76815419972983E-08	2.80598383870169E-08	0
4.78489395154708E-07	3.88016289928748E-08	1.88245526797115E-08	0
4.70727191338156E-07	1.65100075265422E-08	2.80286174287809E-08	0
4.43310227545539E-07	3.91494746403853E-08	1.80394638048834E-08	0
5.71358336742304E-07	1.66861951314469E-08	3.06872554141553E-08	0
5.48543404136482E-07	4.00718530110188E-08	2.12821803072875E-08	0
5.95175510401057E-07	1.70542886109768E-08	3.00845315946445E-08	0
5.49465939199723E-07	4.0793393185619E-08	    1.95348643424091E-08	0
6.02258032856276E-07	1.58942501516919E-08	2.92990394362512E-08	0
5.7002455753838E-07	    4.17277882952877E-08	2.14381297663863E-08	0
6.77347088796692E-07	1.56899608139347E-08	2.9849193743583E-08	0
6.98523169853152E-07	1.83469833942278E-08	3.13427632984725E-08	0
7.02189498262154E-07	4.47108415219984E-08	2.40750685118453E-08	0
6.65682632290647E-07	1.77591752160155E-08	2.95986253600259E-08	0
7.39841753493246E-07	4.2374837274381E-08	    2.4241460963272E-08	0
7.33748944987479E-07	1.86966709851204E-08	3.1860653617501E-08	0
6.46346253933304E-07	4.10045572722515E-08	2.07883569426763E-08	0
7.0405983904922E-07	    1.7915978578946E-08	    3.18294513051488E-08	0
6.64483747656027E-07	4.11610236574998E-08	2.28672353652777E-08	0
7.22845790835197E-07	1.78997640512404E-08	3.0467683491473E-08	0
7.35196379405392E-07	4.37843519583739E-08	2.70320781656048E-08	0
8.0900599024172E-07	    1.71238332835736E-08	3.1774223981742E-08	0
7.15564791558419E-07	4.0894851192201E-08	    2.79606656988537E-08	0
8.53086800070121E-07	1.71149826139792E-08	3.0616802231674E-08	0
8.41009039150121E-07	4.46536656575414E-08	3.05925113653794E-08	0
8.91017831360017E-07	1.93740820291455E-08	3.17203107732089E-08	0
1.00558017611044E-06	4.76587281351437E-08	3.85447084120883E-08	0
9.40984501821154E-07	1.84060287712547E-08	3.75710690382312E-08	0
9.02760930109435E-07	4.40186077733058E-08	3.01679251549811E-08	0
9.6316289805476E-07	    1.76327065982466E-08	3.4886215205133E-08	0
9.43771606752605E-07	5.68765532394097E-09	3.41259319436458E-08	0
9.68812354252139E-07	1.87585415746063E-08	3.97908457643163E-08	0
9.70399135860711E-07	1.87416142119021E-08	3.27504975622128E-08	0
9.81540716914245E-07	6.62435886849182E-09	2.97149812100919E-08	0
9.54282133053708E-07	4.39011411597185E-08	3.33043139832347E-08	0
1.06866730611812E-06	4.69244851128353E-08	3.6896268536302E-08	0
1.0048413685667E-06	    2.02329744893934E-08	    3.15785676610159E-08	0
1.05615806040314E-06	4.97260239681392E-08	3.44111648752903E-08	0
1.04665866047481E-06	1.87105827712182E-08	3.34522540455113E-08	0
1.03412512672514E-06	6.23422162622022E-09	2.89041184488392E-08	0
1.03176320770812E-06	6.04474966068468E-09	3.06015451572162E-08	0
1.04092346289024E-06	4.70313812846434E-08	3.32430646831214E-08	0
1.03256894321657E-06	1.33977329986068E-08	3.11355766869031E-08	0
1.06222733205368E-06	4.3394722268623E-08	    3.37724142873196E-08	0
1.02515348142033E-06	6.78909590344591E-09	2.96080015789169E-08	0
1.04433165259232E-06	1.16916869737674E-08	2.99835198198228E-08	0
1.02581345659978E-06	3.99618619623583E-08	3.07253938672849E-08	0
8.75340321959767E-07	1.61960558710284E-08	2.78722821966535E-08	0
7.83525845015501E-07	3.8780952444304E-08	    2.39086454389641E-08	0
8.00713114622781E-07	6.39968168715904E-09	2.65398564085125E-08	0
7.54195983404563E-07	1.63669370307301E-08	2.82188569495346E-08	0
6.40309358533788E-07	3.36609031358438E-08	1.93691230334744E-08	0
6.60539966216621E-07	1.65416952268249E-08	3.27074428348583E-08	0
6.02577592397716E-07	5.44893987512746E-09	2.64931214618266E-08	0
5.70572102178634E-07	1.57761871570129E-08	2.6105833509819E-08	0
5.45320621211403E-07	3.45282155206119E-08	1.93282945577338E-08	0
5.34802225898155E-07	1.61378917288566E-08	2.28932882665175E-08	0
5.14337933722333E-07	7.69068391050899E-09	2.02583868862188E-08	0
6.46741867121203E-07	3.01900378679367E-08	2.40020176838254E-08	0
5.04146702605759E-07	1.63111800396805E-08	2.15607552248651E-08	0
4.85344836807447E-07	6.6737258363635E-08	    1.89338850975481E-08	0
4.9205550072605E-07	    3.6164018141709E-08	    1.89252115663865E-08	0
4.73170244196974E-07	1.66714773291887E-08	2.24783963989061E-08	0
